store_nbr,item_nbr,units,season
38,45,84,fall
39,9,2,fall
39,36,7,fall
39,103,2,fall
39,111,5,fall
40,5,19,fall
40,45,37,fall
40,55,1,fall
41,16,39,fall
41,68,13,fall
42,5,48,fall
42,45,45,fall
42,82,1,fall
44,5,43,fall
44,62,1,fall
44,68,39,fall
44,94,1,fall
45,4,1,fall
45,9,7,fall
45,26,1,fall
1,9,13,fall
1,28,8,fall
1,47,5,fall
4,9,81,fall
4,27,18,fall
4,90,3,fall
5,16,30,fall
5,37,18,fall
7,5,25,fall
7,7,1,fall
7,23,22,fall
7,95,41,fall
8,5,10,fall
8,23,7,fall
8,100,1,fall
10,5,37,fall
10,37,11,fall
11,9,61,fall
11,68,19,fall
11,87,1,fall
11,110,8,fall
13,5,57,fall
13,36,64,fall
14,9,3,fall
14,25,10,fall
14,70,2,fall
15,5,44,fall
15,45,50,fall
17,9,96,fall
17,37,51,fall
19,16,11,fall
19,83,7,fall
22,9,114,fall
22,68,11,fall
24,6,66,fall
24,43,35,fall
24,60,1,fall
25,9,78,fall
25,12,1,fall
25,45,46,fall
27,9,27,fall
27,68,4,fall
30,16,38,fall
30,44,94,fall
32,9,42,fall
32,45,36,fall
35,16,18,fall
35,66,12,fall
36,9,49,fall
36,30,3,fall
36,44,52,fall
37,5,24,fall
37,38,5,fall
37,45,25,fall
37,53,1,fall
37,104,1,fall
37,105,1,fall
39,9,4,fall
39,36,3,fall
39,111,3,fall
40,5,22,fall
40,45,38,fall
40,55,1,fall
41,16,44,fall
41,68,15,fall
44,5,35,fall
44,68,38,fall
44,94,2,fall
45,9,18,fall
45,22,1,fall
45,26,3,fall
1,9,6,fall
1,28,5,fall
1,47,3,fall
4,9,54,fall
4,27,21,fall
4,90,1,fall
4,101,1,fall
7,5,22,fall
7,23,21,fall
7,95,32,fall
8,5,21,fall
8,23,17,fall
8,100,1,fall
13,5,74,fall
13,36,29,fall
14,25,5,fall
14,70,1,fall
15,5,30,fall
15,45,39,fall
16,16,32,fall
16,25,137,fall
16,64,6,fall
17,9,64,fall
17,37,33,fall
19,16,8,fall
19,75,2,fall
19,83,4,fall
24,6,66,fall
24,43,50,fall
24,60,2,fall
25,9,28,fall
25,45,40,fall
30,16,12,fall
30,44,90,fall
30,65,1,fall
32,9,42,fall
32,45,26,fall
35,16,17,fall
35,66,18,fall
36,9,6,fall
36,44,76,fall
37,5,25,fall
37,38,4,fall
37,45,28,fall
39,9,2,fall
39,36,3,fall
40,5,11,fall
40,45,33,fall
45,9,3,fall
45,22,1,fall
45,26,1,fall
1,9,15,fall
1,28,4,fall
1,47,4,fall
4,9,155,fall
4,27,21,fall
4,90,1,fall
4,101,1,fall
7,5,19,fall
7,23,25,fall
7,95,23,fall
8,5,24,fall
8,23,11,fall
8,59,1,fall
13,5,93,fall
13,36,57,fall
14,9,2,fall
14,25,4,fall
14,70,1,fall
15,5,90,fall
15,45,54,fall
16,16,32,fall
16,25,151,fall
16,64,3,fall
17,9,70,fall
17,37,33,fall
19,16,42,fall
19,83,5,fall
24,6,32,fall
24,43,33,fall
25,9,49,fall
25,12,1,fall
25,45,50,fall
30,16,16,fall
30,44,78,fall
32,9,29,fall
32,45,31,fall
35,16,24,fall
35,66,16,fall
36,9,15,fall
36,30,1,fall
36,44,27,fall
37,5,24,fall
37,38,9,fall
37,45,19,fall
37,53,2,fall
39,9,12,fall
39,36,7,fall
39,111,2,fall
40,5,38,fall
40,45,24,fall
45,4,1,fall
45,9,54,fall
45,22,1,fall
45,26,2,fall
1,9,7,fall
1,28,2,fall
1,47,14,fall
4,9,191,fall
4,27,14,fall
4,90,1,fall
7,5,65,fall
7,23,13,fall
7,95,40,fall
8,5,15,fall
8,23,30,fall
8,59,1,fall
9,5,52,fall
9,45,51,fall
13,5,37,fall
13,36,62,fall
14,9,2,fall
14,25,9,fall
14,70,2,fall
15,5,76,fall
15,45,80,fall
16,16,32,fall
16,25,142,fall
16,64,4,fall
17,9,161,fall
17,37,52,fall
17,71,1,fall
18,5,38,fall
18,37,10,fall
19,16,28,fall
19,83,8,fall
21,5,48,fall
21,44,96,fall
21,91,1,fall
21,109,4,fall
23,5,35,fall
23,45,39,fall
24,6,12,fall
24,43,42,fall
25,9,98,fall
25,45,66,fall
26,5,20,fall
26,45,38,fall
29,8,40,fall
29,41,11,fall
29,45,30,fall
30,16,46,fall
30,44,103,fall
31,9,35,fall
31,45,84,fall
32,9,25,fall
32,45,33,fall
33,9,112,fall
33,44,264,fall
33,92,1,fall
34,9,43,fall
34,45,75,fall
35,16,44,fall
35,66,18,fall
36,9,35,fall
36,30,2,fall
36,44,84,fall
37,5,57,fall
37,38,10,fall
37,45,32,fall
37,104,1,fall
39,9,8,fall
39,36,10,fall
39,111,1,fall
40,5,39,fall
40,45,81,fall
45,9,9,fall
45,22,3,fall
45,26,4,fall
1,9,32,fall
1,28,9,fall
1,47,12,fall
4,9,92,fall
4,27,18,fall
4,90,1,fall
4,101,1,fall
7,5,34,fall
7,23,46,fall
7,95,48,fall
8,5,41,fall
8,23,10,fall
8,100,2,fall
9,5,81,fall
9,45,62,fall
13,5,69,fall
13,36,99,fall
14,9,4,fall
14,25,9,fall
14,70,2,fall
15,5,73,fall
15,45,90,fall
16,16,51,fall
16,25,172,fall
16,64,5,fall
17,9,116,fall
17,37,80,fall
18,5,26,fall
18,37,15,fall
19,16,26,fall
19,83,7,fall
21,5,47,fall
21,44,63,fall
21,109,10,fall
23,5,31,fall
23,45,64,fall
24,6,87,fall
24,43,35,fall
25,9,105,fall
25,12,1,fall
25,45,88,fall
26,2,3,fall
26,5,37,fall
26,45,53,fall
29,8,15,fall
29,41,24,fall
29,45,53,fall
29,56,1,fall
30,13,1,fall
30,16,15,fall
30,44,103,fall
30,65,1,fall
31,9,85,fall
31,45,86,fall
32,9,23,fall
32,45,51,fall
33,9,114,fall
33,44,191,fall
33,92,1,fall
34,9,106,fall
34,31,2,fall
34,45,78,fall
35,16,41,fall
35,66,17,fall
36,9,38,fall
36,30,2,fall
36,44,71,fall
37,5,55,fall
37,38,11,fall
37,45,42,fall
37,104,1,fall
37,105,1,fall
39,9,1,fall
39,36,3,fall
39,111,5,fall
40,5,54,fall
40,45,59,fall
45,9,15,fall
45,22,1,fall
45,26,3,fall
1,9,7,fall
1,28,4,fall
1,99,1,fall
4,9,84,fall
4,27,18,fall
4,90,3,fall
7,5,25,fall
7,23,28,fall
7,95,30,fall
8,5,45,fall
8,23,18,fall
9,5,28,fall
9,45,39,fall
13,5,94,fall
13,36,54,fall
14,9,1,fall
14,25,6,fall
15,5,34,fall
15,45,44,fall
16,16,36,fall
16,25,141,fall
17,9,124,fall
17,37,30,fall
17,71,2,fall
18,5,13,fall
18,37,16,fall
19,16,20,fall
19,83,4,fall
21,5,31,fall
21,44,65,fall
21,109,2,fall
23,5,5,fall
23,45,29,fall
24,6,45,fall
24,43,27,fall
24,60,2,fall
25,9,128,fall
25,45,67,fall
26,5,31,fall
26,45,35,fall
29,8,60,fall
29,41,18,fall
29,45,48,fall
30,16,25,fall
30,44,78,fall
31,9,56,fall
31,45,58,fall
32,9,28,fall
32,45,29,fall
33,9,135,fall
33,44,241,fall
33,92,2,fall
34,9,62,fall
34,31,1,fall
34,45,47,fall
35,16,24,fall
35,66,7,fall
36,9,36,fall
36,30,1,fall
36,44,19,fall
37,5,28,fall
37,38,7,fall
37,45,43,fall
37,53,2,fall
37,105,2,fall
39,9,1,fall
39,36,8,fall
39,111,2,fall
40,5,10,fall
40,45,29,fall
45,9,20,fall
45,26,2,fall
1,9,11,fall
1,28,3,fall
1,47,8,fall
4,9,104,fall
4,27,10,fall
4,101,3,fall
7,5,63,fall
7,23,23,fall
7,95,30,fall
8,5,13,fall
8,23,12,fall
8,100,2,fall
9,5,33,fall
9,45,55,fall
13,5,80,fall
13,36,49,fall
14,9,19,fall
15,5,74,fall
15,45,31,fall
16,16,20,fall
16,25,78,fall
16,64,2,fall
17,9,123,fall
17,37,39,fall
18,5,3,fall
18,37,6,fall
18,72,1,fall
19,16,19,fall
19,75,2,fall
19,83,9,fall
21,5,12,fall
21,44,46,fall
23,5,18,fall
23,45,20,fall
24,6,55,fall
24,43,20,fall
24,60,3,fall
25,9,64,fall
25,45,48,fall
26,5,25,fall
26,45,37,fall
29,8,18,fall
29,41,7,fall
29,45,32,fall
30,16,56,fall
30,44,94,fall
31,9,35,fall
31,45,56,fall
32,9,51,fall
32,45,20,fall
33,9,62,fall
33,44,123,fall
33,92,4,fall
34,9,30,fall
34,45,33,fall
35,16,25,fall
35,66,6,fall
36,9,26,fall
36,44,31,fall
37,5,15,fall
37,38,10,fall
37,45,37,fall
37,53,2,fall
39,9,11,fall
39,36,2,fall
40,5,28,fall
40,45,36,fall
45,22,4,fall
45,26,2,fall
1,28,2,fall
1,47,4,fall
2,5,48,fall
2,11,3,fall
2,44,221,fall
3,5,65,fall
3,45,64,fall
3,109,2,fall
4,9,70,fall
4,27,35,fall
6,9,55,fall
6,45,74,fall
6,107,1,fall
7,5,28,fall
7,23,26,fall
7,95,31,fall
8,5,24,fall
8,23,12,fall
8,59,1,fall
9,5,16,fall
9,45,52,fall
13,5,27,fall
13,36,47,fall
14,9,5,fall
14,25,7,fall
15,5,37,fall
15,45,30,fall
16,16,45,fall
16,25,108,fall
16,64,4,fall
17,9,30,fall
17,37,31,fall
18,5,14,fall
18,37,20,fall
18,72,1,fall
19,16,11,fall
19,83,5,fall
20,5,119,fall
20,41,23,fall
20,106,1,fall
21,5,67,fall
21,44,116,fall
21,91,2,fall
23,5,11,fall
23,45,31,fall
24,6,10,fall
24,43,35,fall
24,60,4,fall
25,9,102,fall
25,45,48,fall
26,5,45,fall
26,45,39,fall
28,5,44,fall
28,35,6,fall
28,45,36,fall
29,8,73,fall
29,41,20,fall
29,45,53,fall
30,16,18,fall
30,44,66,fall
31,9,42,fall
31,45,64,fall
32,9,29,fall
32,45,23,fall
33,9,100,fall
33,44,263,fall
33,92,1,fall
34,9,26,fall
34,45,104,fall
35,16,17,fall
35,66,8,fall
36,9,43,fall
36,44,28,fall
37,5,21,fall
37,38,5,fall
37,45,25,fall
37,53,1,fall
38,9,135,fall
38,45,78,fall
39,9,5,fall
39,36,6,fall
40,5,17,fall
40,45,29,fall
42,5,33,fall
42,45,70,fall
45,9,4,fall
45,22,1,fall
45,26,1,fall
1,9,29,fall
1,28,5,fall
1,47,1,fall
2,5,32,fall
2,44,120,fall
3,5,65,fall
3,45,37,fall
3,109,8,fall
4,9,119,fall
4,27,32,fall
4,90,3,fall
4,101,2,fall
5,16,24,fall
5,37,10,fall
6,9,44,fall
6,45,51,fall
7,5,13,fall
7,23,17,fall
7,95,25,fall
8,5,3,fall
8,23,11,fall
9,5,23,fall
9,45,33,fall
10,5,23,fall
10,37,13,fall
11,9,4,fall
11,68,33,fall
11,87,3,fall
11,110,16,fall
13,5,44,fall
13,36,43,fall
14,9,9,fall
14,25,4,fall
15,5,73,fall
15,45,41,fall
16,16,44,fall
16,25,82,fall
16,64,1,fall
17,9,117,fall
17,37,45,fall
18,5,49,fall
18,37,7,fall
19,16,15,fall
19,83,6,fall
20,5,64,fall
20,41,15,fall
20,106,3,fall
21,5,65,fall
21,44,61,fall
21,109,11,fall
22,9,58,fall
22,54,1,fall
22,68,14,fall
23,5,12,fall
23,45,35,fall
24,6,37,fall
24,43,31,fall
25,9,107,fall
25,12,1,fall
25,45,46,fall
26,5,29,fall
26,45,26,fall
27,9,54,fall
27,68,4,fall
28,5,42,fall
28,35,5,fall
28,45,37,fall
29,8,23,fall
29,41,16,fall
29,45,25,fall
30,16,34,fall
30,44,70,fall
30,65,1,fall
31,9,41,fall
31,45,46,fall
32,9,94,fall
32,45,30,fall
33,9,58,fall
33,44,227,fall
34,9,85,fall
34,45,60,fall
35,16,24,fall
35,66,14,fall
36,9,27,fall
36,30,1,fall
36,44,31,fall
37,5,18,fall
37,38,10,fall
37,45,22,fall
37,104,1,fall
37,105,2,fall
38,9,65,fall
38,45,45,fall
39,9,7,fall
39,36,1,fall
39,111,5,fall
40,5,13,fall
40,45,23,fall
41,16,36,fall
41,68,23,fall
41,108,12,fall
42,5,28,fall
42,45,45,fall
44,5,12,fall
44,68,33,fall
44,94,1,fall
45,9,5,fall
45,22,1,fall
1,9,11,fall
1,28,1,fall
2,5,32,fall
2,44,101,fall
3,5,78,fall
3,45,38,fall
3,109,1,fall
4,9,77,fall
4,27,17,fall
4,101,1,fall
5,16,31,fall
5,37,19,fall
6,9,82,fall
6,45,50,fall
7,5,45,fall
7,23,20,fall
7,95,22,fall
8,5,14,fall
8,23,10,fall
8,100,2,fall
9,5,54,fall
9,45,49,fall
10,5,17,fall
10,37,8,fall
11,9,64,fall
11,68,21,fall
11,87,3,fall
12,16,33,fall
12,37,15,fall
12,79,1,fall
13,5,88,fall
13,36,63,fall
14,9,4,fall
14,25,3,fall
15,5,23,fall
15,45,36,fall
16,16,22,fall
16,25,100,fall
16,64,2,fall
17,9,80,fall
17,37,43,fall
18,5,16,fall
18,37,9,fall
19,16,19,fall
19,83,5,fall
20,5,48,fall
20,41,23,fall
20,106,8,fall
21,5,20,fall
21,44,68,fall
21,91,1,fall
21,109,1,fall
22,9,25,fall
22,54,1,fall
22,68,11,fall
23,5,37,fall
23,45,27,fall
24,6,8,fall
24,43,31,fall
25,9,101,fall
25,12,2,fall
25,45,41,fall
26,5,13,fall
26,45,30,fall
27,9,40,fall
27,68,10,fall
28,5,12,fall
28,35,2,fall
28,45,40,fall
29,8,36,fall
29,41,26,fall
29,45,26,fall
30,16,36,fall
30,44,102,fall
31,9,55,fall
31,45,59,fall
32,9,73,fall
32,45,42,fall
33,9,73,fall
33,44,201,fall
34,9,92,fall
34,45,66,fall
35,16,20,fall
35,66,11,fall
36,9,44,fall
36,30,1,fall
36,44,81,fall
37,5,18,fall
37,38,10,fall
37,45,25,fall
37,53,1,fall
38,9,54,fall
38,45,75,fall
39,9,4,fall
39,36,4,fall
39,111,2,fall
40,5,30,fall
40,45,53,fall
41,16,42,fall
41,68,27,fall
41,108,15,fall
42,5,18,fall
42,45,42,fall
42,82,1,fall
43,16,47,fall
43,37,12,fall
43,73,1,fall
43,105,1,fall
44,5,28,fall
44,68,47,fall
44,94,2,fall
45,9,4,fall
45,26,2,fall
1,28,7,fall
2,5,54,fall
2,11,2,fall
2,44,163,fall
3,5,54,fall
3,45,67,fall
3,109,2,fall
4,9,118,fall
4,27,16,fall
4,90,1,fall
6,9,59,fall
6,45,52,fall
7,5,40,fall
7,23,34,fall
7,95,49,fall
8,5,37,fall
8,23,23,fall
8,59,1,fall
8,100,1,fall
9,5,21,fall
9,45,46,fall
11,9,25,fall
11,68,26,fall
11,87,2,fall
12,16,49,fall
12,37,24,fall
13,5,73,fall
13,36,54,fall
14,9,1,fall
14,25,12,fall
15,5,34,fall
15,45,76,fall
16,16,42,fall
16,25,163,fall
16,64,6,fall
17,9,124,fall
17,37,56,fall
18,5,22,fall
18,37,17,fall
19,16,29,fall
19,83,13,fall
20,5,118,fall
20,41,17,fall
20,106,1,fall
21,5,39,fall
21,44,76,fall
21,109,6,fall
22,9,29,fall
22,68,16,fall
23,5,37,fall
23,45,33,fall
24,6,27,fall
24,43,34,fall
25,9,107,fall
25,45,48,fall
26,5,24,fall
26,45,22,fall
27,9,41,fall
27,68,21,fall
28,5,12,fall
28,35,2,fall
28,45,38,fall
29,8,23,fall
29,41,15,fall
29,45,29,fall
30,16,28,fall
30,44,78,fall
30,65,1,fall
31,9,46,fall
31,45,82,fall
32,9,53,fall
32,45,31,fall
33,9,49,fall
33,44,157,fall
34,9,92,fall
34,45,64,fall
35,16,34,fall
35,66,13,fall
36,9,27,fall
36,30,1,fall
36,44,42,fall
37,5,36,fall
37,38,7,fall
37,45,29,fall
37,53,1,fall
38,9,45,fall
38,45,84,fall
39,9,16,fall
39,36,2,fall
39,111,5,fall
40,5,61,fall
40,45,52,fall
42,5,21,fall
42,45,46,fall
43,16,48,fall
43,37,9,fall
43,73,1,fall
45,9,7,fall
45,22,1,fall
45,26,1,fall
1,9,29,fall
1,28,9,fall
1,99,2,fall
2,5,80,fall
2,44,163,fall
3,5,79,fall
3,45,66,fall
3,109,7,fall
4,9,139,fall
4,27,19,fall
4,90,2,fall
4,97,2,fall
4,101,1,fall
6,9,68,fall
6,45,71,fall
6,107,2,fall
7,5,60,fall
7,23,32,fall
7,95,63,fall
8,5,24,fall
8,23,19,fall
8,59,2,fall
9,5,57,fall
9,10,1,fall
9,45,68,fall
11,9,46,fall
11,68,47,fall
12,16,40,fall
12,37,13,fall
13,5,53,fall
13,36,83,fall
14,9,5,fall
14,25,10,fall
15,5,42,fall
15,45,92,fall
16,16,53,fall
16,25,205,fall
16,64,8,fall
17,9,160,fall
17,37,50,fall
18,5,25,fall
18,37,14,fall
19,16,21,fall
19,83,9,fall
20,5,118,fall
20,41,20,fall
21,5,44,fall
21,44,83,fall
21,109,13,fall
22,9,103,fall
22,68,13,fall
23,5,27,fall
23,45,57,fall
24,6,25,fall
24,43,34,fall
25,9,110,fall
25,45,71,fall
26,5,33,fall
26,45,44,fall
27,9,61,fall
27,68,24,fall
28,5,69,fall
28,35,4,fall
28,45,48,fall
29,8,44,fall
29,41,24,fall
29,45,53,fall
30,16,39,fall
30,44,102,fall
31,9,52,fall
31,45,85,fall
32,9,39,fall
32,45,40,fall
33,9,126,fall
33,44,211,fall
34,9,107,fall
34,45,92,fall
35,16,41,fall
35,66,13,fall
36,9,26,fall
36,44,27,fall
37,5,38,fall
37,38,8,fall
37,45,55,fall
37,53,2,fall
38,9,66,fall
38,45,114,fall
40,5,72,fall
40,45,47,fall
42,5,6,fall
42,45,62,fall
43,16,73,fall
43,37,23,fall
45,9,27,fall
45,22,1,fall
45,26,2,fall
1,9,5,fall
1,28,4,fall
1,99,1,fall
2,5,28,fall
2,11,2,fall
2,44,116,fall
3,5,25,fall
3,45,40,fall
3,109,3,fall
4,9,69,fall
4,27,22,fall
4,90,2,fall
6,9,62,fall
6,45,53,fall
6,107,1,fall
9,5,60,fall
9,45,56,fall
9,105,3,fall
11,9,46,fall
11,68,14,fall
11,87,1,fall
12,16,45,fall
12,37,20,fall
14,25,1,fall
15,5,21,fall
15,45,45,fall
16,16,39,fall
16,25,101,fall
16,64,4,fall
17,9,235,fall
17,37,39,fall
18,5,4,fall
18,37,25,fall
19,16,18,fall
19,83,9,fall
20,5,73,fall
20,41,17,fall
21,5,28,fall
21,44,48,fall
21,109,11,fall
22,9,48,fall
22,68,11,fall
23,5,19,fall
23,45,50,fall
24,6,12,fall
24,43,24,fall
25,9,127,fall
25,12,1,fall
25,45,40,fall
26,5,21,fall
26,45,43,fall
27,9,17,fall
27,68,5,fall
28,5,64,fall
28,35,3,fall
28,45,25,fall
29,8,30,fall
29,41,17,fall
29,45,36,fall
30,16,38,fall
30,44,84,fall
31,9,49,fall
31,45,55,fall
32,9,31,fall
32,45,23,fall
33,9,105,fall
33,44,197,fall
34,9,36,fall
34,45,48,fall
35,16,19,fall
35,66,14,fall
36,9,27,fall
36,44,59,fall
37,5,32,fall
37,38,6,fall
37,45,33,fall
38,9,25,fall
38,45,71,fall
40,5,31,fall
40,45,39,fall
42,5,17,fall
42,45,43,fall
43,16,40,fall
43,37,7,fall
43,73,1,fall
43,105,2,fall
45,9,14,fall
45,22,3,fall
1,9,8,fall
1,28,9,fall
1,99,1,fall
2,5,34,fall
2,44,102,fall
3,5,23,fall
3,45,22,fall
3,109,4,fall
4,9,74,fall
4,27,13,fall
4,90,1,fall
4,101,1,fall
6,9,33,fall
6,45,70,fall
6,107,2,fall
9,5,33,fall
9,45,40,fall
11,9,43,fall
11,68,21,fall
12,16,24,fall
12,37,10,fall
14,25,10,fall
15,5,35,fall
15,45,27,fall
16,16,29,fall
16,25,83,fall
17,9,166,fall
17,37,45,fall
18,5,16,fall
18,37,9,fall
19,16,15,fall
19,83,4,fall
20,5,32,fall
20,41,9,fall
21,5,26,fall
21,44,55,fall
21,109,7,fall
22,9,46,fall
22,54,2,fall
22,68,12,fall
23,5,7,fall
23,45,28,fall
24,6,41,fall
24,43,9,fall
25,9,34,fall
25,45,46,fall
26,5,18,fall
26,45,40,fall
27,9,17,fall
27,68,8,fall
28,5,14,fall
28,35,1,fall
28,45,25,fall
29,8,43,fall
29,41,11,fall
29,45,35,fall
30,16,22,fall
30,44,38,fall
31,9,13,fall
31,45,44,fall
31,104,1,fall
32,9,16,fall
32,45,20,fall
33,9,76,fall
33,44,132,fall
34,9,44,fall
34,45,64,fall
35,16,18,fall
35,66,14,fall
36,9,33,fall
36,30,1,fall
36,44,77,fall
37,5,44,fall
37,38,5,fall
37,45,40,fall
38,9,21,fall
38,45,78,fall
40,5,45,fall
40,45,28,fall
42,5,26,fall
42,45,40,fall
43,16,36,fall
43,37,7,fall
43,73,3,fall
45,9,12,fall
45,22,1,fall
45,26,3,fall
1,9,22,fall
1,28,2,fall
1,99,2,fall
2,5,54,fall
2,44,94,fall
3,5,40,fall
3,45,29,fall
3,109,5,fall
4,9,23,fall
4,27,7,fall
4,90,1,fall
6,9,18,fall
6,45,40,fall
9,5,24,fall
9,45,32,fall
11,9,43,fall
11,68,10,fall
11,87,3,fall
11,110,2,fall
12,16,29,fall
12,37,12,fall
14,25,3,fall
15,5,23,fall
15,45,44,fall
16,16,17,fall
16,25,101,fall
16,64,1,fall
17,9,125,fall
17,37,34,fall
18,5,24,fall
18,37,7,fall
19,16,11,fall
19,83,4,fall
20,5,25,fall
20,41,13,fall
21,5,27,fall
21,44,51,fall
21,109,7,fall
22,9,26,fall
22,68,10,fall
23,5,16,fall
23,45,49,fall
24,6,54,fall
24,43,18,fall
24,60,2,fall
25,9,27,fall
25,12,2,fall
25,45,35,fall
26,5,23,fall
26,45,42,fall
27,9,14,fall
27,68,4,fall
28,5,29,fall
28,35,1,fall
28,45,32,fall
29,8,16,fall
29,41,13,fall
29,45,35,fall
30,16,11,fall
30,44,47,fall
31,9,37,fall
31,45,43,fall
32,9,12,fall
32,45,34,fall
33,9,30,fall
33,44,147,fall
34,9,17,fall
34,31,1,fall
34,45,73,fall
35,16,19,fall
35,66,6,fall
36,9,9,fall
36,30,1,fall
36,44,31,fall
37,5,25,fall
37,38,9,fall
37,45,19,fall
38,9,36,fall
38,45,51,fall
40,5,30,fall
40,45,29,fall
42,5,38,fall
42,45,54,fall
42,82,1,fall
43,16,26,fall
43,37,8,fall
45,9,4,fall
45,22,2,fall
1,9,16,fall
1,28,6,fall
1,99,2,fall
2,5,31,fall
2,44,85,fall
3,5,42,fall
3,45,32,fall
3,109,3,fall
4,9,57,fall
4,27,23,fall
4,90,1,fall
6,9,27,fall
6,45,47,fall
9,5,24,fall
9,45,32,fall
11,9,2,fall
11,68,12,fall
11,87,3,fall
12,16,26,fall
12,37,10,fall
12,79,2,fall
14,9,1,fall
14,25,2,fall
15,5,39,fall
15,45,33,fall
17,9,109,fall
17,37,36,fall
18,5,18,fall
18,37,7,fall
18,72,1,fall
19,16,16,fall
19,83,8,fall
20,5,62,fall
20,41,19,fall
20,106,2,fall
21,5,40,fall
21,44,66,fall
21,109,16,fall
22,9,9,fall
22,54,1,fall
22,68,21,fall
23,5,11,fall
23,45,21,fall
24,6,28,fall
24,43,17,fall
24,60,1,fall
25,9,79,fall
25,12,1,fall
25,45,30,fall
26,5,17,fall
26,45,21,fall
27,9,26,fall
27,68,10,fall
28,5,48,fall
28,35,1,fall
28,45,27,fall
29,8,35,fall
29,41,11,fall
29,45,24,fall
30,16,18,fall
30,44,62,fall
31,9,13,fall
31,45,55,fall
32,9,28,fall
32,45,18,fall
33,9,41,fall
33,44,202,fall
34,9,20,fall
34,31,2,fall
34,45,24,fall
35,16,16,fall
35,66,9,fall
36,9,17,fall
36,30,1,fall
36,44,35,fall
37,5,29,fall
37,38,3,fall
37,45,21,fall
38,9,46,fall
38,45,42,fall
40,5,26,fall
40,45,26,fall
42,5,16,fall
42,45,33,fall
43,16,31,fall
43,37,6,fall
45,9,2,fall
45,22,3,fall
1,9,12,fall
1,28,5,fall
1,40,2,fall
1,99,2,fall
2,5,35,fall
2,44,114,fall
3,5,24,fall
3,45,36,fall
4,9,54,fall
4,27,21,fall
4,90,5,fall
6,9,26,fall
6,45,43,fall
9,5,57,fall
9,10,2,fall
9,45,48,fall
11,9,29,fall
11,68,20,fall
11,87,2,fall
11,110,10,fall
12,16,19,fall
12,37,14,fall
14,25,3,fall
15,5,44,fall
15,45,52,fall
17,9,90,fall
17,37,31,fall
18,5,1,fall
18,37,8,fall
19,16,21,fall
19,83,17,fall
20,5,58,fall
20,41,18,fall
21,5,21,fall
21,44,57,fall
21,109,9,fall
22,9,23,fall
22,68,24,fall
23,5,11,fall
23,45,19,fall
24,6,13,fall
24,43,15,fall
25,9,63,fall
25,45,53,fall
26,5,39,fall
26,45,40,fall
27,9,20,fall
27,68,8,fall
28,5,29,fall
28,35,1,fall
28,45,24,fall
29,8,14,fall
29,41,5,fall
29,45,49,fall
30,16,24,fall
30,44,28,fall
31,9,30,fall
31,45,47,fall
31,104,1,fall
32,9,10,fall
32,45,20,fall
33,9,41,fall
33,44,136,fall
34,9,26,fall
34,45,54,fall
35,16,19,fall
35,66,16,fall
36,9,31,fall
36,30,1,fall
36,44,36,fall
37,5,68,fall
37,38,10,fall
37,45,29,fall
38,9,46,fall
38,45,95,fall
40,5,41,fall
40,45,38,fall
42,5,26,fall
42,45,45,fall
43,16,26,fall
43,37,6,fall
43,73,1,fall
45,9,20,fall
45,26,1,fall
1,9,29,fall
1,28,1,fall
1,99,2,fall
2,5,24,fall
2,44,154,fall
3,5,27,fall
3,45,53,fall
3,109,5,fall
4,9,75,fall
4,27,29,fall
4,90,1,fall
6,9,41,fall
6,45,49,fall
9,5,55,fall
9,10,3,fall
9,45,58,fall
11,9,43,fall
11,68,31,fall
11,87,1,fall
11,110,6,fall
12,16,28,fall
12,37,25,fall
14,9,4,fall
14,15,2,fall
14,25,6,fall
14,50,1,fall
15,5,48,fall
15,15,1,fall
15,45,77,fall
17,9,143,fall
17,37,33,fall
18,5,13,fall
18,37,12,fall
19,16,19,fall
19,83,7,fall
20,5,26,fall
20,41,21,fall
21,5,29,fall
21,44,67,fall
21,91,3,fall
21,109,8,fall
22,9,60,fall
22,68,14,fall
23,5,48,fall
23,45,35,fall
24,6,8,fall
24,43,33,fall
24,60,2,fall
25,9,134,fall
25,12,2,fall
25,45,72,fall
26,5,22,fall
26,45,45,fall
27,9,10,fall
27,68,13,fall
28,5,16,fall
28,45,44,fall
29,8,18,fall
29,41,17,fall
29,45,46,fall
30,16,21,fall
30,44,63,fall
31,9,59,fall
31,45,83,fall
32,9,54,fall
32,45,36,fall
33,9,30,fall
33,44,198,fall
34,9,47,fall
34,45,71,fall
35,16,37,fall
35,66,13,fall
36,9,10,fall
36,30,3,fall
36,44,27,fall
37,5,28,fall
37,38,11,fall
37,45,43,fall
37,53,1,fall
38,9,102,fall
38,45,77,fall
40,5,69,fall
40,45,49,fall
40,106,1,fall
42,5,28,fall
42,45,47,fall
42,82,1,fall
43,16,30,fall
43,37,14,fall
43,73,1,fall
45,9,44,fall
45,22,1,fall
45,26,1,fall
1,9,22,fall
1,28,7,fall
2,5,60,fall
2,11,2,fall
2,44,130,fall
3,5,80,fall
3,45,66,fall
3,109,9,fall
4,9,97,fall
4,27,41,fall
6,9,110,fall
6,45,68,fall
6,107,3,fall
9,5,42,fall
9,45,75,fall
11,9,90,fall
11,68,39,fall
11,87,3,fall
11,110,1,fall
12,16,32,fall
12,37,27,fall
14,9,1,fall
14,25,14,fall
15,5,73,fall
15,45,88,fall
17,9,199,fall
17,37,37,fall
18,5,21,fall
18,37,10,fall
